SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW
06-JAN-2021,32,43527,44136,39530,614,6527,119,13080,0,9,2003,-2,0,81,33,990
06-JAN-2021,33,43729,44345,39596,613,6527,3,13080,0,7,2003,-2,0,203,-9,1018
06-JAN-2021,34,45207,45810,40901,612,6527,0,13080,0,3,2003,-1,0,179,0,1019
06-JAN-2021,35,45903,46505,41498,620,6527,0,13080,0,2,2003,-2,0,74,0,1020
06-JAN-2021,36,46053,46655,41713,628,6527,0,13080,0,2,2003,-2,1,47,0,1020
06-JAN-2021,37,45565,46192,41363,627,6527,0,13080,0,2,2003,-2,0,47,-25,1020
06-JAN-2021,38,45307,45938,41180,626,6527,0,13080,0,2,2003,-2,0,47,-29,1019
06-JAN-2021,39,44208,44817,40231,629,6527,0,13080,0,9,2003,-2,0,21,0,1020
06-JAN-2021,40,43003,43691,39180,631,6527,0,13080,0,15,2003,-2,0,-18,-55,1020
06-JAN-2021,41,41639,42315,37935,625,6527,0,13080,0,12,2003,-2,0,-53,-11,993
06-JAN-2021,42,40255,41124,36679,618,6527,0,13080,0,11,2003,-2,0,-199,-59,982
06-JAN-2021,43,38380,39299,35016,618,6527,0,13080,0,10,1905,-1,0,-291,-18,345
06-JAN-2021,44,36713,37720,33509,617,6527,0,13080,0,11,1898,-2,0,-382,-14,312
06-JAN-2021,45,34683,35549,31641,618,6527,0,13080,0,10,1409,-1,0,-256,0,301
06-JAN-2021,46,32898,33671,29930,618,6527,0,13080,0,22,1386,-1,0,-151,0,305
06-JAN-2021,47,30853,32434,28066,637,6527,0,13080,0,761,1274,-2,0,-165,-55,784
06-JAN-2021,48,29535,31754,26866,655,6527,0,13080,0,1294,1271,-1,0,-314,-11,805
07-JAN-2021,1,29461,31781,26843,654,6527,0,13080,0,1306,1593,-1,0,-414,0,903
07-JAN-2021,2,29762,31967,27198,652,6527,0,13080,0,1294,1606,-1,0,-311,0,907
07-JAN-2021,3,29487,31701,26961,654,6527,0,13080,0,1287,1514,-1,0,-327,0,996
07-JAN-2021,4,29065,31305,26624,655,6527,0,13080,0,1285,1511,-1,0,-355,0,999
07-JAN-2021,5,28584,30820,26209,656,6527,0,13080,0,1273,1462,-1,0,-363,0,1000
07-JAN-2021,6,28361,30613,25980,657,6527,0,13080,0,1271,1463,-1,1,-381,0,1000
07-JAN-2021,7,28065,30189,25697,659,6527,0,13080,0,1268,1881,-1,0,-256,0,999
07-JAN-2021,8,27659,29783,25318,660,6527,0,13080,0,1258,1829,-1,0,-266,0,1000
07-JAN-2021,9,27343,29419,25009,652,6527,0,13080,0,1244,512,-1,0,-232,0,971
07-JAN-2021,10,27456,29474,25091,643,6527,0,13080,0,1239,375,-1,1,-179,0,969
07-JAN-2021,11,28024,30139,25603,639,6527,0,13080,0,1099,-315,-1,0,-101,0,811
07-JAN-2021,12,29203,31465,26686,634,6527,0,13080,0,1136,-431,-1,0,-95,0,806
07-JAN-2021,13,31437,34745,28710,612,6527,0,13080,0,890,-1818,-1,0,36,53,618
07-JAN-2021,14,33464,37043,30576,590,6527,0,13080,0,1025,-1954,-1,0,151,10,612
07-JAN-2021,15,35913,38546,32807,592,6527,0,13080,0,274,-1759,-1,0,152,0,736
07-JAN-2021,16,37798,39930,34513,593,6527,0,13080,0,12,-1520,-1,0,261,0,741
07-JAN-2021,17,40143,40759,36642,590,6527,3,13080,0,16,513,-1,0,175,12,956
07-JAN-2021,18,41184,41795,37538,587,6527,95,13080,0,11,837,-1,0,229,107,964
07-JAN-2021,19,41968,42583,38239,588,6527,474,13080,0,15,1277,-1,0,115,20,801
07-JAN-2021,20,42151,42765,38337,588,6527,893,13080,0,14,1297,-1,0,49,0,796
07-JAN-2021,21,42030,42647,38147,596,6527,1290,13080,0,17,1532,-1,0,83,0,664
07-JAN-2021,22,41867,42484,37958,603,6527,1640,13080,0,17,1541,-1,0,62,0,661
07-JAN-2021,23,42260,42869,38308,616,6527,1930,13080,0,9,1522,-1,0,100,0,987
07-JAN-2021,24,42081,42691,38096,629,6527,2060,13080,0,10,1521,-1,0,195,0,999
07-JAN-2021,25,42233,42846,38211,642,6527,2080,13080,0,13,1844,-1,0,137,0,999
07-JAN-2021,26,42119,42733,38110,655,6527,2140,13080,0,14,1857,-1,0,133,0,1000
07-JAN-2021,27,42096,42708,38099,671,6527,2150,13080,0,12,1998,-1,0,137,0,1000
07-JAN-2021,28,41906,42518,37959,687,6527,1870,13080,0,12,2003,-1,0,212,0,1000
07-JAN-2021,29,42378,42989,38487,697,6527,1420,13080,0,11,2003,-1,0,251,0,999
07-JAN-2021,30,42587,43204,38731,706,6527,1000,13080,0,17,2000,-1,0,241,0,1000
07-JAN-2021,31,42853,43464,38931,727,6527,533,13080,0,11,1555,-1,0,206,0,999
07-JAN-2021,32,43388,43995,39398,747,6527,121,13080,0,7,1539,-1,0,264,0,999
07-JAN-2021,33,44441,45044,40345,768,6527,7,13080,0,3,1983,-1,0,201,0,1019
07-JAN-2021,34,45678,46280,41462,788,6527,0,13080,0,2,2003,-1,0,121,65,1020
07-JAN-2021,35,46433,47035,42122,803,6527,0,13080,0,2,2003,-1,0,88,94,1020
07-JAN-2021,36,46405,47007,42150,817,6527,0,13080,0,2,2003,-1,0,88,98,1019
07-JAN-2021,37,45768,46370,41625,830,6527,1,13080,0,2,2003,-1,0,137,5,1020
07-JAN-2021,38,45333,45990,41216,843,6527,0,13080,0,2,2003,-1,0,209,-55,1019
07-JAN-2021,39,44599,45224,40605,859,6527,0,13080,0,14,1990,-2,0,260,-11,1020
07-JAN-2021,40,42815,43460,39025,874,6527,0,13080,0,14,1954,-2,0,188,-31,1020
07-JAN-2021,41,41340,41952,37711,894,6527,0,13080,0,12,927,-2,0,268,11,1020
07-JAN-2021,42,40201,40808,36791,914,6527,0,13080,0,7,834,-2,0,167,0,1019
07-JAN-2021,43,38488,39098,35341,920,6527,0,13080,0,10,51,-2,0,69,0,1000
07-JAN-2021,44,36726,37367,33761,926,6527,0,13080,0,11,-2,-2,0,-16,-12,999
07-JAN-2021,45,34952,36063,32138,951,6527,0,13080,0,16,-495,-2,0,82,24,793
07-JAN-2021,46,32808,34186,30166,975,6527,0,13080,0,266,-512,-2,0,97,0,786
07-JAN-2021,47,30898,32730,28429,964,6527,0,13080,0,1232,58,-2,0,140,0,682
07-JAN-2021,48,29718,31626,27312,952,6527,0,13080,0,1308,85,-2,0,289,36,678
08-JAN-2021,1,29518,31421,27155,975,6527,0,13080,0,1303,171,-2,0,396,39,817
08-JAN-2021,2,29835,31726,27557,997,6527,0,13080,0,1291,172,-2,0,401,174,822
08-JAN-2021,3,29592,31751,27375,1021,6527,0,13080,0,1294,-265,-2,0,402,149,994
08-JAN-2021,4,29047,31224,26883,1045,6527,0,13080,0,1292,-285,-2,0,402,161,1000
08-JAN-2021,5,28450,30520,26335,1065,6527,0,13080,0,1266,-204,-2,0,402,33,952
08-JAN-2021,6,28159,30222,26022,1085,6527,0,13080,0,1262,-201,-2,0,395,0,951
08-JAN-2021,7,27730,29844,25574,1085,6527,0,13080,0,1255,-259,-2,0,400,0,958
08-JAN-2021,8,27341,29461,25230,1085,6527,0,13080,0,1248,-272,-2,0,339,0,958
08-JAN-2021,9,27079,29877,25011,1108,6527,0,13080,0,1241,-957,-2,0,396,10,928
08-JAN-2021,10,27126,29967,25073,1131,6527,0,13080,0,1233,-1008,-2,0,395,133,916
08-JAN-2021,11,27863,31456,25712,1135,6527,0,13080,0,1242,-1751,-2,0,401,286,255
08-JAN-2021,12,28586,32193,26331,1139,6527,1,13080,0,1228,-1779,-2,0,401,318,193
08-JAN-2021,13,30878,34346,28441,1104,6527,0,13080,0,1130,-1003,-2,0,401,413,-735
08-JAN-2021,14,32784,36051,30203,1069,6527,0,13080,0,925,-957,-2,0,401,365,-785
08-JAN-2021,15,35276,37136,32480,1059,6527,0,13080,0,146,-1007,-2,0,401,473,-107
08-JAN-2021,16,37214,38888,34352,1049,6527,0,13080,0,12,-991,-2,0,401,504,-71
08-JAN-2021,17,39443,40228,36337,1033,6527,2,13080,0,13,-172,-2,0,401,504,241
08-JAN-2021,18,40487,41195,37221,1016,6527,58,13080,0,10,-98,-2,0,401,504,256
08-JAN-2021,19,41521,42134,38088,995,6527,231,13080,0,13,769,-2,0,401,504,705
08-JAN-2021,20,41777,42388,38173,973,6527,471,13080,0,11,844,-2,0,401,504,725
08-JAN-2021,21,42050,42661,38373,962,6527,664,13080,0,11,1653,-2,0,401,471,789
08-JAN-2021,22,42141,42752,38511,950,6527,841,13080,0,11,1703,-2,0,401,428,792
08-JAN-2021,23,42241,42850,38622,933,6527,911,13080,0,9,1776,-2,0,401,343,977
08-JAN-2021,24,42524,43134,38884,915,6527,951,13080,0,10,1779,-2,0,401,380,983
08-JAN-2021,25,43042,43651,39379,901,6527,1010,13080,0,9,1996,-2,0,401,283,999
08-JAN-2021,26,43002,43615,39358,887,6527,948,13080,0,13,2004,-2,0,401,266,1000
08-JAN-2021,27,43090,43705,39438,868,6527,922,13080,0,15,1998,-2,0,401,260,997
08-JAN-2021,28,42541,43157,38899,848,6527,806,13080,0,16,2004,-2,0,401,186,1000
08-JAN-2021,29,42415,43028,38813,826,6527,593,13080,0,13,2004,-2,0,401,268,999
08-JAN-2021,30,42337,42953,38689,803,6527,413,13080,0,16,2004,-2,0,401,157,1000
08-JAN-2021,31,42604,43212,38890,774,6527,203,13080,0,8,2001,-2,0,401,152,999
08-JAN-2021,32,43019,43625,39270,745,6527,41,13080,0,6,2001,-2,0,386,243,999
08-JAN-2021,33,43475,44080,39570,733,6527,3,13080,0,5,2004,-2,0,261,202,1019
08-JAN-2021,34,44690,45292,40559,721,6527,0,13080,0,2,2004,-2,0,202,327,1019
08-JAN-2021,35,45085,45687,40826,705,6527,0,13080,0,2,2004,-2,0,201,385,1020
08-JAN-2021,36,44970,45572,40731,688,6527,0,13080,0,2,2004,-2,0,201,346,1020
08-JAN-2021,37,44573,45175,40423,664,6527,0,13080,0,2,2004,-2,0,201,195,1020
08-JAN-2021,38,43815,44417,39696,639,6527,0,13080,0,2,2004,-2,0,139,46,1020
08-JAN-2021,39,42925,43600,38899,626,6527,0,13080,0,8,2004,-2,0,75,-67,1019
08-JAN-2021,40,41060,41814,37163,613,6527,0,13080,0,15,2004,-2,0,-59,-80,1019
08-JAN-2021,41,39931,40542,36125,601,6527,0,13080,0,11,1908,-2,0,26,0,1019
08-JAN-2021,42,38750,39487,35067,588,6527,0,13080,0,13,1867,-2,0,-81,-43,1020
08-JAN-2021,43,37154,37808,33629,574,6527,0,13080,0,9,825,-2,0,-44,-1,905
08-JAN-2021,44,35663,36349,32219,560,6527,0,13080,0,13,745,-2,0,-73,0,901
08-JAN-2021,45,34490,35103,31200,560,6527,0,13080,0,13,546,-2,0,32,0,811
08-JAN-2021,46,33005,33615,29804,559,6527,0,13080,0,10,602,-2,0,87,0,808
08-JAN-2021,47,31173,31983,28136,550,6527,0,13080,0,156,1885,-2,0,37,-54,992
08-JAN-2021,48,30198,31259,27244,541,6527,0,13080,0,329,2004,-2,0,-122,-10,1000
09-JAN-2021,1,29873,30993,26990,553,6527,0,13080,0,466,2004,-2,0,-54,0,1000
09-JAN-2021,2,30321,31597,27471,565,6527,0,13080,0,676,2004,-2,0,64,0,999
09-JAN-2021,3,29980,31786,27188,579,6527,0,13080,0,1206,2004,-2,0,46,0,1000
09-JAN-2021,4,29249,31163,26564,592,6527,0,13080,0,1314,2004,-2,0,16,0,1000
09-JAN-2021,5,28566,30549,25981,599,6527,0,13080,0,1301,2004,-2,0,-82,0,1000
09-JAN-2021,6,28313,30345,25737,606,6527,0,13080,0,1301,2004,-2,0,-131,0,1000
09-JAN-2021,7,27827,29787,25273,641,6527,0,13080,0,1288,2004,-1,0,-72,0,1000
09-JAN-2021,8,27325,29257,24835,675,6527,0,13080,0,1283,2004,-2,0,-49,0,1000
09-JAN-2021,9,27083,29027,24633,696,6527,0,13080,0,1283,2004,-1,0,-61,0,1000
09-JAN-2021,10,26967,28924,24493,717,6527,0,13080,0,1277,2004,-1,0,-80,0,1000
09-JAN-2021,11,27085,28976,24629,740,6527,0,13080,0,1274,2004,-1,0,-17,0,1000
09-JAN-2021,12,27339,29220,24881,763,6527,0,13080,0,1264,2004,-1,0,-17,0,1000
09-JAN-2021,13,28492,30354,25965,761,6527,0,13080,0,1262,1985,-1,0,23,0,938
09-JAN-2021,14,29120,30967,26590,758,6527,0,13080,0,1204,1973,-1,0,-43,0,936
09-JAN-2021,15,30230,31288,27641,786,6527,0,13080,0,436,1260,-1,0,-22,0,907
09-JAN-2021,16,30797,31535,28188,814,6527,0,13080,0,82,1225,-2,0,-56,0,906
09-JAN-2021,17,32143,32753,29535,831,6527,10,13080,0,10,1809,-4,0,51,0,996
09-JAN-2021,18,33681,34305,31012,847,6527,174,13080,0,9,1838,-4,0,-15,0,1000
09-JAN-2021,19,34949,35661,32222,894,6527,652,13080,0,9,1999,-4,0,-103,0,1000
09-JAN-2021,20,35803,36532,33051,940,6527,1090,13080,0,7,2005,-4,0,-122,0,999
09-JAN-2021,21,36283,37093,33435,978,6527,1440,13080,0,8,2005,-4,0,-202,0,1000
09-JAN-2021,22,36680,37539,33826,1016,6527,1700,13080,0,8,2005,-4,0,-251,0,1000
09-JAN-2021,23,36866,37780,33956,1059,6527,1890,13080,0,8,2004,-4,0,-306,0,898
09-JAN-2021,24,37123,38022,34147,1102,6527,2090,13080,0,9,2005,-4,0,-290,0,895
09-JAN-2021,25,37235,38179,34252,1142,6527,2460,13080,0,8,2005,-4,0,-336,0,996
09-JAN-2021,26,37185,38143,34223,1181,6527,2580,13080,0,9,2004,-4,0,-349,0,1000
09-JAN-2021,27,37154,38173,34183,1202,6527,2400,13080,0,10,2005,-4,0,-409,0,1000
09-JAN-2021,28,37048,38060,34064,1222,6527,2160,13080,0,8,2004,-4,0,-404,0,1000
09-JAN-2021,29,37155,38099,34214,1247,6527,1800,13080,0,6,1908,-4,0,-338,0,988
09-JAN-2021,30,37205,38247,34302,1272,6527,1220,13080,0,6,1900,-4,0,-436,0,987
09-JAN-2021,31,37710,38719,34744,1281,6527,625,13080,0,6,1424,-4,0,-403,0,999
09-JAN-2021,32,38453,39480,35525,1289,6527,158,13080,0,6,1408,-4,0,-421,0,1000
09-JAN-2021,33,39918,41007,36838,1290,6527,5,13080,0,7,1976,-3,0,-454,-28,1019
09-JAN-2021,34,41932,42924,38731,1290,6527,0,13080,0,6,2005,-1,0,-386,0,1020
09-JAN-2021,35,42972,43942,39715,1298,6527,0,13080,0,3,2005,-1,0,-367,0,1019
09-JAN-2021,36,43447,44436,40111,1306,6527,0,13080,0,2,2005,-1,0,-346,-41,1019
09-JAN-2021,37,42853,44089,39546,1313,6527,0,13080,0,5,2005,-1,0,-444,-187,1020
09-JAN-2021,38,41745,42973,38529,1320,6527,0,13080,0,8,2005,-1,0,-454,-166,1019
09-JAN-2021,39,40216,41266,37110,1305,6527,0,13080,0,6,2005,-1,0,-410,-34,1020
09-JAN-2021,40,39034,40161,36038,1290,6527,0,13080,0,13,2005,-1,0,-429,-85,1020
09-JAN-2021,41,38280,39216,35362,1265,6527,0,13080,0,17,2005,-1,0,-311,-8,1020
09-JAN-2021,42,36859,37840,34069,1239,6527,0,13080,0,13,2005,-1,0,-368,0,1019
09-JAN-2021,43,35352,36265,32699,1209,6527,0,13080,0,8,2005,-1,0,-305,0,712
09-JAN-2021,44,33823,34697,31373,1179,6527,0,13080,0,8,2005,-1,0,-266,0,701
09-JAN-2021,45,32413,33318,30119,1164,6527,0,13080,0,9,1907,-1,0,-296,0,988
09-JAN-2021,46,30687,31588,28461,1148,6527,0,13080,0,9,1904,-1,0,-292,0,999
09-JAN-2021,47,29149,29991,27033,1148,6527,0,13080,0,9,2000,-1,0,-233,54,999
09-JAN-2021,48,28113,28986,26101,1147,6527,0,13080,0,8,2004,-1,0,-265,10,1000
10-JAN-2021,1,27771,28576,25764,1131,6527,0,13080,0,8,2004,-1,0,-197,0,985
10-JAN-2021,2,28181,28854,26196,1114,6527,0,13080,0,18,2004,-1,0,-55,0,985
10-JAN-2021,3,27890,28749,25927,1100,6527,0,13080,0,259,1909,-1,0,43,0,953
10-JAN-2021,4,27267,28516,25326,1086,6527,0,13080,0,649,1905,-1,0,62,0,952
10-JAN-2021,5,26884,28044,24945,1081,6527,0,13080,0,560,1905,-1,0,40,0,952
10-JAN-2021,6,26479,27909,24464,1076,6527,0,13080,0,830,1906,-1,0,23,0,952
10-JAN-2021,7,26015,27478,23956,1063,6527,0,13080,0,863,1906,-1,0,77,0,952
10-JAN-2021,8,25660,27068,23528,1049,6527,0,13080,0,792,1905,-1,0,-16,0,952
10-JAN-2021,9,25391,26840,23255,1015,6527,0,13080,0,849,1906,-1,0,13,0,952
10-JAN-2021,10,25176,26899,23056,980,6527,0,13080,0,1123,1906,-1,0,14,0,952
10-JAN-2021,11,25247,26775,23085,948,6527,0,13080,0,928,1906,-1,0,89,0,952
10-JAN-2021,12,25370,26879,23155,916,6527,0,13080,0,909,1906,-1,0,112,0,952
10-JAN-2021,13,26059,27278,23800,901,6527,0,13080,0,619,2000,-1,0,128,0,998
10-JAN-2021,14,26622,28028,24392,885,6527,0,13080,0,806,2005,-1,0,137,0,1000
10-JAN-2021,15,27482,28977,25185,891,6527,0,13080,0,895,2005,-1,0,101,0,952
10-JAN-2021,16,28094,29577,25760,896,6527,0,13080,0,883,2005,-1,0,138,0,951
10-JAN-2021,17,29023,29846,26641,905,6527,10,13080,0,223,2004,-1,0,117,0,998
10-JAN-2021,18,30544,31148,28099,914,6527,105,13080,0,4,2004,-1,0,168,0,999
10-JAN-2021,19,32065,32668,29522,942,6527,283,13080,0,3,2004,-1,0,66,0,1000
10-JAN-2021,20,33471,34074,30880,969,6527,482,13080,0,3,2005,-1,0,14,0,999
10-JAN-2021,21,34624,35227,31903,1010,6527,624,13080,0,3,2005,-1,0,30,0,1000
10-JAN-2021,22,35323,35932,32526,1050,6527,832,13080,0,9,2005,-1,0,14,0,1000
10-JAN-2021,23,35852,36531,33029,1118,6527,1130,13080,0,9,2005,-1,0,-70,0,916
10-JAN-2021,24,36324,36961,33442,1185,6527,1230,13080,0,9,2005,-1,0,-28,0,913
10-JAN-2021,25,37279,37966,34353,1253,6527,1070,13080,0,14,2004,-1,0,-73,0,996
10-JAN-2021,26,37864,38533,34936,1320,6527,1120,13080,0,12,2004,-1,0,-57,0,1000
10-JAN-2021,27,38007,38670,35111,1365,6527,890,13080,0,11,2005,-1,0,-52,0,1000
10-JAN-2021,28,38211,38950,35358,1409,6527,716,13080,0,8,2005,-1,0,-131,0,1000
10-JAN-2021,29,38541,39210,35767,1444,6527,537,13080,0,7,2005,-1,0,-62,0,1000
10-JAN-2021,30,38787,39499,36068,1478,6527,393,13080,0,7,2005,-1,0,-105,0,1000
10-JAN-2021,31,39267,40119,36553,1490,6527,191,13080,0,7,2005,-1,0,-214,-31,1000
10-JAN-2021,32,40049,40756,37344,1502,6527,36,13080,0,9,2005,-1,0,-98,0,999
10-JAN-2021,33,41730,42337,38852,1524,6527,1,13080,0,7,2005,-1,0,59,0,1019
10-JAN-2021,34,43415,44018,40310,1546,6527,0,13080,0,3,2005,-1,0,215,53,1019
10-JAN-2021,35,43706,44311,40448,1584,6527,0,13080,0,5,2005,-1,0,246,10,911
10-JAN-2021,36,43663,44268,40506,1622,6527,0,13080,0,5,2005,-1,0,210,0,905
10-JAN-2021,37,42420,43028,39441,1684,6527,0,13080,0,8,2006,-1,0,64,0,531
10-JAN-2021,38,40610,41270,37820,1746,6527,0,13080,0,8,2006,-1,0,-52,0,518
10-JAN-2021,39,39248,39854,36623,1798,6527,0,13080,0,6,2005,-1,0,50,0,839
10-JAN-2021,40,37701,38323,35207,1849,6527,0,13080,0,6,2005,-1,0,-16,0,852
10-JAN-2021,41,36516,37121,34089,1912,6527,0,13080,0,6,2006,-1,0,17,0,614
10-JAN-2021,42,35127,35743,32838,1975,6527,0,13080,0,6,2006,-1,0,48,-10,605
10-JAN-2021,43,33719,34325,31503,2010,6527,0,13080,0,6,1908,-1,0,184,0,729
10-JAN-2021,44,32046,32652,30010,2044,6527,0,13080,0,6,1878,-1,0,168,0,733
10-JAN-2021,45,30016,30628,28167,2090,6527,0,13080,0,12,996,-1,0,283,45,558
10-JAN-2021,46,28366,28977,26573,2136,6527,0,13080,0,11,950,-1,0,312,67,551
10-JAN-2021,47,26589,27273,24944,2177,6527,0,13080,0,84,1643,-1,0,315,23,756
10-JAN-2021,48,25376,26063,23827,2217,6527,0,13080,0,87,1681,-1,0,286,0,756
11-JAN-2021,1,24985,26519,23529,2264,6527,0,13080,0,934,1566,-1,0,220,0,148
11-JAN-2021,2,25443,27007,24033,2310,6527,0,13080,0,964,1561,-1,0,294,0,118
11-JAN-2021,3,25148,26773,23769,2351,6527,0,13080,0,1025,1266,-1,0,318,48,480
11-JAN-2021,4,24568,26284,23237,2392,6527,0,13080,0,1116,1232,-1,0,318,45,495
11-JAN-2021,5,24124,25893,22827,2433,6527,0,13080,0,1169,370,-1,0,318,113,792
11-JAN-2021,6,23940,25708,22614,2474,6527,0,13080,0,1168,309,-1,0,318,136,796
11-JAN-2021,7,23408,25346,22113,2475,6527,0,13080,0,1122,-216,-1,0,313,46,189
11-JAN-2021,8,23060,25063,21782,2475,6527,0,13080,0,1153,-250,-1,0,258,52,159
11-JAN-2021,9,22702,25306,21489,2472,6527,0,13080,0,1149,-855,-1,0,295,204,47
11-JAN-2021,10,22697,25329,21527,2468,6527,0,13080,0,1141,-891,-1,0,204,345,47
11-JAN-2021,11,23430,25994,22239,2444,6527,0,13080,0,554,-1410,-1,0,290,481,569
11-JAN-2021,12,24539,26741,23232,2420,6527,0,13080,0,167,-1435,-1,0,312,504,593
11-JAN-2021,13,26832,28923,25352,2449,6527,0,13080,0,13,-1478,-1,0,313,504,272
11-JAN-2021,14,29329,31427,27608,2477,6527,0,13080,0,14,-1484,-1,0,313,492,259
11-JAN-2021,15,31718,34364,29773,2485,6527,0,13080,0,13,-1948,-1,0,299,401,-85
11-JAN-2021,16,33955,36635,31810,2492,6527,0,13080,0,14,-1968,-1,0,299,489,-98
11-JAN-2021,17,36068,38499,33700,2525,6527,7,13080,0,12,-1820,-1,0,299,504,201
11-JAN-2021,18,37346,39769,34812,2558,6527,97,13080,0,9,-1815,-1,0,299,489,221
11-JAN-2021,19,38436,41008,35774,2619,6527,244,13080,0,13,-1960,-1,0,286,366,836
11-JAN-2021,20,38609,41190,35880,2679,6527,417,13080,0,14,-1968,-1,0,298,329,867
11-JAN-2021,21,38739,41375,35965,2796,6527,632,13080,0,15,-2022,-1,0,298,200,858
11-JAN-2021,22,38981,41614,36182,2913,6527,775,13080,0,14,-2020,-3,0,297,207,857
11-JAN-2021,23,39365,41504,36468,3017,6527,885,13080,0,14,-1526,-3,0,274,267,862
11-JAN-2021,24,39107,41217,36215,3120,6527,1170,13080,0,12,-1499,-2,0,274,316,862
11-JAN-2021,25,39426,40994,36518,3171,6527,1030,13080,0,9,-960,-1,0,274,332,569
11-JAN-2021,26,39356,40896,36441,3221,6527,1070,13080,0,9,-932,-2,0,274,332,558
11-JAN-2021,27,39482,40563,36603,3222,6527,1010,13080,0,9,-473,-1,0,274,347,783
11-JAN-2021,28,38950,40010,36131,3223,6527,826,13080,0,9,-452,29,0,274,339,792
11-JAN-2021,29,38544,39788,35783,3231,6527,687,13080,0,9,-636,95,0,274,194,820
11-JAN-2021,30,38756,40014,35954,3239,6527,429,13080,0,9,-650,95,0,274,227,822
11-JAN-2021,31,38867,40712,36026,3177,6527,232,13080,0,11,-1235,95,0,299,223,793
11-JAN-2021,32,39230,40972,36378,3114,6527,50,13080,0,11,-1132,95,0,303,218,792
11-JAN-2021,33,40510,41124,37491,3041,6527,3,13080,0,15,542,73,0,252,77,982
11-JAN-2021,34,42268,42876,38985,2968,6527,0,13080,0,9,770,-4,0,299,106,989
11-JAN-2021,35,42955,43563,39541,2871,6527,0,13080,0,9,1715,-4,0,303,23,1018
11-JAN-2021,36,42999,43610,39507,2774,6527,0,13080,0,12,1776,-4,0,303,0,1019
11-JAN-2021,37,42096,42705,38671,2744,6527,0,13080,0,10,1239,-4,0,303,62,907
11-JAN-2021,38,40935,41550,37468,2713,6527,0,13080,0,16,1214,-4,0,266,20,903
11-JAN-2021,39,39662,40277,36401,2668,6527,0,13080,0,16,1447,-4,0,296,114,1016
11-JAN-2021,40,37783,38397,34677,2623,6527,0,13080,0,15,1407,-4,0,239,22,1020
11-JAN-2021,41,36220,36833,33215,2583,6527,0,13080,0,14,246,-4,0,340,0,1020
11-JAN-2021,42,34453,35065,31539,2543,6527,0,13080,0,13,148,-4,0,297,18,1019
11-JAN-2021,43,32838,33445,29970,2479,6527,0,13080,0,8,154,-4,0,349,137,1000
11-JAN-2021,44,31274,31885,28460,2414,6527,0,13080,0,12,154,-4,0,353,121,1000
11-JAN-2021,45,29449,30065,26670,2358,6527,0,13080,0,16,251,-4,0,353,121,999
11-JAN-2021,46,28046,28662,25383,2301,6527,0,13080,0,16,255,-4,0,353,206,1000
11-JAN-2021,47,26625,27240,24066,2247,6527,0,13080,0,15,580,-4,0,297,184,893
11-JAN-2021,48,25585,26229,23118,2192,6527,0,13080,0,44,596,-4,0,138,38,890
12-JAN-2021,1,25365,26252,22956,2153,6527,0,13080,0,287,1099,-4,0,29,0,876
12-JAN-2021,2,25776,26894,23413,2113,6527,0,13080,0,518,1127,-4,0,134,0,876
12-JAN-2021,3,25609,27164,23264,2081,6527,0,13080,0,955,1616,-4,0,169,0,877
12-JAN-2021,4,25207,27036,22912,2049,6527,0,13080,0,1229,1639,-4,0,219,0,878
12-JAN-2021,5,24784,26614,22523,2029,6527,0,13080,0,1230,1593,-4,0,225,0,855
12-JAN-2021,6,24558,26366,22288,2008,6527,0,13080,0,1208,1591,-4,0,181,0,854
12-JAN-2021,7,24336,26144,22037,1981,6527,0,13080,0,1208,1701,-4,0,167,0,853
12-JAN-2021,8,24140,25949,21848,1954,6527,0,13080,0,1209,1705,-4,0,58,0,854
12-JAN-2021,9,24051,25851,21814,1925,6527,0,13080,0,1200,1704,-4,0,126,0,854
12-JAN-2021,10,24272,26066,22022,1895,6527,0,13080,0,1194,1703,-4,0,115,0,853
12-JAN-2021,11,24806,26164,22501,1843,6527,0,13080,0,759,1446,-4,0,29,0,879
12-JAN-2021,12,25911,26753,23511,1790,6527,0,13080,0,243,1410,-4,0,29,0,879
12-JAN-2021,13,28121,28824,25504,1698,6527,2,13080,0,104,504,-4,0,127,14,879
12-JAN-2021,14,30456,31098,27663,1606,6527,0,13080,0,13,407,-4,0,51,-29,874
12-JAN-2021,15,33231,34495,30144,1523,6527,1,13080,0,13,-646,-4,0,122,-5,349
12-JAN-2021,16,35160,36548,31886,1439,6527,0,13080,0,13,-716,-4,0,46,-59,324
12-JAN-2021,17,37369,38055,33886,1352,6527,1,13080,0,15,-71,656,0,147,31,44
12-JAN-2021,18,38555,39168,34977,1264,6527,92,13080,0,13,91,992,0,236,0,58
12-JAN-2021,19,39542,40156,35866,1174,6527,508,13080,0,14,1730,327,0,246,0,942
12-JAN-2021,20,39648,40259,35933,1084,6527,989,13080,0,11,1928,-2,1,246,0,1000
12-JAN-2021,21,39261,39869,35574,1056,6527,1450,13080,0,8,1999,-2,0,246,0,999
